date_time,dp_PGCT,dp_WESP,dp_droplet,dp_quench,dp_GC,power_input,roaster1inOperation,roaster2inOperation,row_Index

44206.0,10.5093358569675,6.272786606682671,0.5458818127711614,3.3950849578185927,21.0871292771966,75.38477730038952,1.0,0.0,23.0
44206.5,14.642492228994769,12.643013416396249,1.2550439773334396,6.408090151246708,35.43400039798111,28.113416034645272,1.0,0.0,24.0
44207.0,14.703766871823206,12.133283093240523,1.2805689255396524,6.402909168278873,34.943307960704665,28.924978500125214,1.0,0.0,25.0
44207.5,10.09747433298164,7.080277522404988,0.6454134464263916,3.4080861635920074,21.64722394955655,72.99523497430158,1.0,0.0,26.0
44208.0,6.018602635463079,5.033742463092009,0.0555851569657938,0.8432280462519783,12.25684559864975,92.78521031318846,0.6277777777777778,0.0,27.0
44208.5,5.253396868819578,8.1478249249152,1.060368843531857,4.242234150571231,19.023038386576808,25.08464767478932,0.5569444444444445,0.1736111111111111,28.0
44209.0,11.136283720600316,17.569499537628143,2.6961613883988726,10.504685316672475,42.31334914289873,17.33644243405068,0.7847222222222222,0.7013888888888888,29.0
44209.5,15.107863540119595,23.923094733556116,3.633775023619334,14.263383118856048,57.34269770703193,16.432354273282765,0.9944444444444444,1.0,30.0
44210.0,15.27314018143548,23.980040253533257,3.609199763668908,14.479471793857616,57.768720486846966,16.25210938210843,1.0,1.0,31.0
44210.5,12.280755084090762,19.8066705915663,2.6161027325524224,11.877942286701929,47.04403672891054,18.098155405577284,0.6430555555555556,0.5944444444444444,32.0
44211.0,14.481785402033063,23.208317274517483,3.308738222387102,13.850838868330335,55.25766696848182,17.74010578636105,1.0,1.0,33.0
44211.5,14.554796287748548,23.51556581656138,3.349547113312615,13.936112467436438,55.73033134273864,15.140345943753964,1.0,0.95,34.0
44212.0,13.286394186814626,21.16227659384409,2.888535393608941,12.916737404076978,50.673227363105006,15.58120430728472,0.9986111111111112,0.9986111111111112,35.0
44212.5,14.589596581459045,23.12866072124905,3.2808204385969373,13.872416843452084,55.28167501437468,16.06050225020959,1.0,1.0,36.0
44213.0,14.75489670170678,22.90471817917294,3.3467723727226257,14.106345523573328,55.44761326694889,14.658389332157698,1.0,1.0,37.0
44213.5,13.02070359521442,20.3297172943751,2.710842872990502,12.725374337093672,49.15652671130827,16.695168386592517,0.9638888888888888,0.9652777777777778,38.0
44214.0,14.666306893030802,22.55676619741652,3.2283608158429464,14.080662246022904,54.842084125155495,15.388291137489167,1.0,0.9722222222222222,39.0
44214.5,13.939252571264904,25.995832414097254,2.9886750751071505,13.484919786062608,56.73668545445479,16.164640236629932,0.9847222222222224,0.9833333333333332,40.0
44215.0,14.377429013782075,30.350275450282627,3.1223173167970444,13.941550790514055,62.124432308719065,16.673369534730696,1.0,1.0,41.0
44215.5,14.371377205848692,30.18719924820794,3.059580796294742,13.620068624843972,61.57617812345076,16.537489178700618,0.9722222222222222,1.0,42.0
44216.0,13.525760668961125,28.011997065082607,2.851744230629669,13.068252984827591,57.73709161819683,16.068079423291802,0.9611111111111112,0.9625,43.0
44216.5,12.24735312577751,26.01834881140126,2.477183813808693,11.681301164085095,52.75219516442804,20.563384188105868,0.8986111111111111,0.7861111111111111,44.0
44217.0,14.385856476094988,30.008838147587248,2.997696068551805,13.945045972178276,61.609542432404126,16.774638936277007,0.9736111111111112,1.0,45.0
44217.5,14.2077151550187,30.357979578442045,2.973635240395864,13.683478251500976,61.58326429466809,16.08374490802197,1.0,1.0,46.0
44218.0,15.014438822534348,30.729506685998704,3.0779175731870865,14.264418693231548,63.38974062056708,14.306454925768092,0.9888888888888888,1.0,47.0
44218.5,14.772772563828362,30.65966543356577,2.9811926749017506,13.778524483724,62.56601884115096,15.393038828891846,1.0,1.0,48.0
44219.0,14.601756017737918,30.553854722446864,3.043849219216241,13.979679667343104,62.52415894739105,14.375356301181345,1.0,1.0,49.0
44219.5,14.50851680437724,30.78504911528693,3.0729126400417752,13.78242737545289,62.54718362583436,16.374979316916797,0.9819444444444444,1.0,50.0
44220.0,10.835105007886886,22.62910910513666,2.091711933745278,10.114966662912371,46.00785507876555,30.12100958839144,0.6611111111111111,1.0,51.0
44220.5,4.849539173973931,10.1175411078665,0.4604482263326644,3.5818207072714965,19.35537862189942,63.498832848730416,0.0930555555555555,1.0,52.0
44221.0,14.87609537045161,31.331065458721586,3.155240601963467,13.994838233793985,63.71714460188006,15.972056352266204,1.0,1.0,53.0
44221.5,12.208808534675176,29.924756415685017,2.8097848839230006,13.059073627132198,58.41032269345855,17.463613085115924,0.9097222222222222,0.9125,54.0
44222.0,14.310564262337154,31.97157077259488,3.1241961068577235,14.038016260715407,63.88498615130989,16.24282735806508,1.0,1.0,55.0
44222.5,13.651444019211665,30.41020533243815,2.870724993281894,13.388130693074263,60.78312540759927,17.714328274376633,1.0,1.0,56.0
44223.0,14.382609711752998,31.194795330365498,3.0561155809296503,13.836725432995689,62.89516364136378,16.558190538394975,1.0,1.0,57.0
44223.5,14.370390117168428,31.42034659120772,3.129666154914432,13.811853190976642,63.13108422562638,16.37759507771064,1.0,1.0,58.0
44224.0,14.443487536907195,31.27105374071333,3.0870722320344712,13.95237913032397,63.17060863607484,17.845782927635614,1.0,1.0,59.0
44224.5,13.11894672314326,28.57814249197642,2.6637039648161998,12.626407251580774,57.37771947167736,18.3368858766113,0.8222222222222222,0.8125,60.0
44225.0,14.86806454923418,31.34254186153412,3.188917707072364,14.04980001983414,63.79912697080808,15.792864552355804,1.0,1.0,61.0
44225.5,14.821247013409932,31.350627613067623,3.1467948330773248,14.143910063795436,63.84831326553443,17.391769972850586,1.0,1.0,62.0
44226.0,14.948966109752655,31.263492968347336,3.128554974661933,14.101931270783664,63.8562920790502,17.645396072519137,0.9805555555555556,1.0,63.0
44226.5,14.96681298547321,31.45312685966492,3.159721733464135,13.974513515961975,64.00340962125144,18.539413489769,1.0,1.0,64.0
44227.0,15.193665668699476,31.00422719584571,3.119979320632087,13.965612444257973,63.695968728240565,17.679695844899847,0.9722222222222222,1.0,65.0
44227.5,15.243577904171412,31.858212616708546,3.1691859351264107,13.919478453011834,64.628728177294,18.534204314750674,1.0,1.0,66.0
44228.0,15.008297779824998,30.817877454227872,3.1164869931009083,13.930483552970124,63.26030942846434,17.490296509661306,1.0,1.0,67.0
44228.5,14.912819719314577,31.85712608496348,3.1695669611295063,13.984474490789903,64.37346142137216,18.42572031601508,1.0,1.0,68.0
44229.0,14.852777004241943,31.447235417366027,3.2050305525461837,13.98008274358128,63.9258303839791,18.206667969672797,0.9847222222222224,1.0,69.0
44229.5,14.735791177219816,31.558090835147432,3.2414363397492303,13.972903114136232,63.99242754404032,17.494267773195872,0.9861111111111112,1.0,70.0
44230.0,14.207182596789464,30.1279718902376,3.064469963974423,13.489432813795672,61.361886520589984,17.686385127740213,1.0,0.8263888888888888,71.0
44230.5,14.997448415226406,31.925272891256544,3.3213586476114063,14.03825624881364,64.76236174998857,17.86177704887986,1.0,0.9847222222222224,72.0
44231.0,15.44763518306944,31.602710535791186,3.3734729250272117,14.207011741053106,65.07218803993634,17.633390849941136,0.9930555555555556,1.0,73.0
44231.5,14.246222492059072,30.61852843761444,3.0908060034116107,13.145733728209356,61.55257224129228,18.50056038040081,0.8916666666666667,0.9805555555555556,74.0
44232.0,15.49220487276713,31.16671113702986,3.378458803229862,14.111103218876654,64.56247688076563,16.93159618396999,0.9902777777777778,1.0,75.0
44232.5,15.555417459540896,32.12594582504696,3.369268568356832,13.934071520798735,65.46517278469271,17.418749684129235,1.0,1.0,76.0
44233.0,16.478161878055996,30.788425940937465,3.396075492435032,13.889334022059726,64.97167795405258,17.704520924713748,1.0,0.9833333333333332,77.0
44233.5,16.31656206448873,30.585695033603244,3.5507532795270285,14.06700653947062,65.00940061857303,18.1858567318264,1.0,1.0,78.0
