dp_PGCT,dp_WESP,dp_droplet,dp_quench,dp_GC,power_input,roaster1inOperation,roaster2inOperation,date_time
16.31656206448873,30.585695033603244,3.5507532795270285,14.06700653947062,65.00940061857303,18.1858567318264,1.0,1.0,2021-02-07 12:00:00
15.500629965464274,29.83072288566165,3.5569316188494366,14.284056910087305,63.671129939499465,17.525508287475766,1.0,0.9805555555555556,2021-02-08 00:00:00
15.488982399304708,32.97136722935571,2.6757619433932835,14.5214885779553,66.13087896655003,18.19721659134439,1.0,1.0,2021-02-13 12:00:00
15.208032087484996,32.76938060124715,2.6688705245653788,14.46850983331808,65.56509372555755,17.839438098873327,0.9861111111111112,0.9652777777777778,2021-02-14 00:00:00
15.185087788105012,33.52903894583384,2.6549787905481126,14.467524862392908,66.33526396761752,18.76574298901822,0.9888888888888888,1.0,2021-02-14 12:00:00
14.799014345804853,32.55404700703091,2.6699714607662624,14.47427351117755,64.7727175849076,17.010667323984485,1.0,0.9986111111111112,2021-02-16 00:00:00
15.350632513893975,32.48426735136244,2.6462424410714043,14.477650224086313,65.3568610895839,17.517250476983058,1.0,1.0,2021-02-16 12:00:00
15.09611203538047,32.156298168500264,2.6848887575997247,14.413291942369607,64.67479528780612,18.16819550942082,1.0,0.9847222222222224,2021-02-17 00:00:00
15.24469092686971,32.423643718825446,2.762003760867649,14.543332583705585,65.3379869464371,17.933965506367624,1.0,0.9833333333333332,2021-02-17 12:00:00
15.223584453264872,32.270535010761684,2.834437877602048,14.660709204943853,65.32842150529743,17.67056590654608,0.9652777777777778,1.0,2021-02-18 00:00:00
15.131347935729556,32.43931580384572,2.831594271130032,14.493588948415386,65.23969809893104,18.3302486394999,1.0,0.9986111111111112,2021-02-18 12:00:00
15.267809910244411,32.475185704231265,2.8274398300382826,14.61050236887402,65.54776830408308,17.78237321161905,1.0,1.0,2021-02-19 00:00:00
15.076347720623016,32.35828417142232,2.7894790689150493,14.302972389157448,64.89191565072785,18.23064163404115,1.0,0.9875,2021-02-19 12:00:00
14.918547501828936,32.13465064366658,2.81165099143982,14.389651272984016,64.60166470702323,17.493418346591017,1.0,1.0,2021-02-20 00:00:00
15.283819360203212,32.66394675572713,2.8564710471365187,14.243769184582764,65.4158191083206,17.780483639313054,1.0,1.0,2021-02-20 12:00:00
15.37284217013253,32.10536403920916,2.8934798505571155,14.381982258831462,65.07052667525907,17.343322067242607,0.9791666666666666,1.0,2021-02-21 00:00:00
15.361577008830176,33.06789791054196,2.9221842885017395,14.226348393493229,65.94842712746726,17.677239669936963,1.0,0.9791666666666666,2021-02-21 12:00:00
15.460401366816626,32.37402783499824,2.930427544646793,14.407416887705525,65.50382316737539,17.494322159201467,1.0,1.0,2021-02-22 00:00:00
14.567952545483909,33.52300091319614,2.9522203816307915,14.161233206300272,65.6275769111597,17.67773869817958,1.0,1.0,2021-02-22 12:00:00
15.294535296493107,32.83184623188443,2.99966028796302,14.29730714990033,65.83525063097477,17.577161430590603,1.0,1.0,2021-02-23 00:00:00
15.172277279694876,33.33266686068641,2.9868861820962693,14.12973862555292,66.03804493016666,17.853765018360296,1.0,1.0,2021-02-23 12:00:00
15.09004499912262,32.58163182205624,3.042869973182678,14.25340036186907,65.37966474592686,18.84260782062498,1.0,1.0,2021-02-24 00:00:00
15.178842845227985,33.3990566862954,3.0699050426483154,14.222068084445263,66.26764536152284,18.95096836199744,1.0,0.9930555555555556,2021-02-24 12:00:00
14.899375438690186,32.23908680544959,3.087493860721588,14.35616266756422,64.95786135755479,18.17721172570741,1.0,0.9972222222222222,2021-02-25 00:00:00
15.001106242338816,33.162554897202384,3.121701146496666,14.286213582754137,65.98242456581858,19.15709789718959,1.0,0.9888888888888888,2021-02-25 12:00:00
15.164008780320485,32.17649190690782,3.163045254018572,14.403964672744689,65.27011212599982,18.54246538810636,1.0,0.9847222222222224,2021-02-26 00:00:00
15.17055577304628,33.14353056218889,3.2208522134357027,14.331496505935986,66.28575678500864,19.01310347442401,1.0,0.9986111111111112,2021-02-26 12:00:00
14.767912628915576,32.03712556362152,3.276912291844686,14.445913514660464,64.88918944448233,17.84758031685116,1.0,0.9902777777777778,2021-02-27 00:00:00
14.950012718306647,33.027883378664654,3.2958158254623413,14.375437038143476,66.0892212546534,18.86783484506596,1.0,0.9986111111111112,2021-02-27 12:00:00
15.110925137996674,32.484000923898485,3.3415595981809827,14.47979111219239,65.81431248265629,18.579417996384493,0.9888888888888888,1.0,2021-02-28 00:00:00
15.137770048777265,32.82481112215254,3.4192411912812126,14.592275886734326,66.34966725872623,18.597024352095715,1.0,1.0,2021-02-28 12:00:00
15.591837135950724,32.22022183471256,3.434416953722636,14.8304681521323,66.42544431967868,17.129522450575923,1.0,1.0,2021-03-01 00:00:00
15.390404840310415,33.1935554239485,3.38988278971778,14.787471427520115,67.19460149010023,17.65499534546097,1.0,1.0,2021-03-01 12:00:00
15.53066346247991,32.510579119788275,3.334818951288859,14.812965429840713,66.5912984672701,16.563397440004902,1.0,0.9888888888888888,2021-03-02 00:00:00
15.169736059506734,32.7535406615999,3.3004403524928625,14.756820386149531,66.44988866795902,17.45272789933113,0.9666666666666668,0.9708333333333332,2021-03-02 12:00:00
15.550760949982536,32.34714325269064,3.353896551662021,14.91280051138666,66.58132755822605,16.938134159897107,1.0,0.9972222222222222,2021-03-03 00:00:00
15.624162108368344,32.93253022299872,3.428211671776242,15.102492569552528,67.48632190889782,16.564737271907806,0.9972222222222222,1.0,2021-03-03 12:00:00
15.704845939742194,33.17422476079729,3.5077765968110826,15.165111869821946,67.9850291122165,15.538204671688348,0.9888888888888888,0.9958333333333332,2021-03-04 00:00:00
15.19642890824212,32.99314828713735,3.327320631345113,14.74844975107246,66.73020707401965,16.704756193242357,1.0,0.9944444444444444,2021-03-04 12:00:00
15.097960384686788,31.657651284005908,3.341577321953244,14.704584703031124,65.24627377574603,16.412071358567538,0.9722222222222222,1.0,2021-03-05 00:00:00
15.24770463572608,32.506022426817154,3.407112056679196,14.710093525383208,66.36346124476857,16.22512179625022,1.0,1.0,2021-03-05 12:00:00
15.415084715684255,31.583343278037177,3.295261832078298,14.772191852796825,65.54005381776435,15.32445192994794,1.0,0.9791666666666666,2021-03-07 00:00:00
15.757712337705824,32.552063986990184,3.46394659280777,15.176176937090029,67.4117135024733,15.521528438526426,1.0,1.0,2021-03-07 12:00:00
15.320950289567312,31.832632025082905,3.46228363249037,14.826759069394836,65.92401292313977,16.041161120248287,0.9791666666666666,0.9847222222222224,2021-03-08 12:00:00
15.571288492944506,31.76019653744168,3.4910815755526223,15.063796311616898,66.2573275162114,13.837435846674143,1.0,1.0,2021-03-11 00:00:00
15.06612670024236,31.83857701884376,3.5826185557577346,14.57064543457495,65.55834189678232,14.35130810946823,1.0,0.9777777777777776,2021-03-12 12:00:00
15.2503962331348,31.341176080703736,3.8139835079511006,14.845489483575026,65.71394915067488,14.558767588560183,1.0,0.9791666666666666,2021-03-14 00:00:00
14.408370717366536,31.65404775407579,3.559990825917985,14.432057529656838,64.54742923905658,14.895382103180324,1.0,1.0,2021-03-16 00:00:00
14.523688883251614,31.4230856206682,3.412576909859975,14.12803883544301,63.98724452116451,14.827744987041733,0.9708333333333332,0.9888888888888888,2021-03-16 12:00:00
14.81653180387285,31.4564315504498,3.4773148364490933,14.49782933352722,64.77266774136159,15.029508306764612,1.0,1.0,2021-03-17 00:00:00
14.962898222605387,31.73048320876228,3.5618377712037828,14.567200599445236,65.32887737452984,15.328669327629951,1.0,1.0,2021-03-17 12:00:00
14.760935961206751,31.580435940292148,3.563097296158473,14.47935987074549,64.89366593734465,15.561090838953994,0.9944444444444444,0.9847222222222224,2021-03-18 00:00:00
15.185407784250048,31.99242612255944,3.686213959587945,15.039702224400308,66.42154511047734,15.003498889383518,1.0,1.0,2021-03-19 00:00:00
15.082250992457071,32.52055371337467,3.78745198779636,14.957543805200192,66.86392435924047,15.761894239187866,0.9611111111111112,1.0,2021-03-19 12:00:00
15.235268482897016,32.25546363194783,3.8606249226464167,14.957835238364837,66.80652962908563,15.144146266700613,1.0,0.9916666666666668,2021-03-20 00:00:00
14.854548519187505,31.27969846990373,3.8256461567348894,14.684654150184038,65.15284019222794,15.297115723938512,0.9916666666666668,0.9930555555555556,2021-03-21 00:00:00
14.50468524561988,31.83329731358422,3.785084907213847,14.358483915971334,65.03865009689989,16.976663198560658,1.0,0.9638888888888888,2021-03-21 12:00:00
14.79093542098999,31.57639193799761,3.855576805273692,14.365685032042933,65.09555697662937,17.937326145220432,1.0,0.9944444444444444,2021-03-22 00:00:00
14.117913722991943,31.544801908069186,3.9293499191602073,14.51426316071512,64.34920542209309,17.379484555335655,1.0,0.9916666666666668,2021-03-22 12:00:00
13.889438936445448,31.00170071654849,3.768918799029456,13.991022161542626,63.16896798600679,16.98616411054265,0.9916666666666668,1.0,2021-03-23 00:00:00
15.626708636018964,32.21607767475976,4.087488020790948,14.48279528948996,66.85352622999085,16.996658026557835,1.0,1.0,2021-03-24 00:00:00
15.864286487632327,32.7001561721166,4.201267419921027,14.56848156592912,67.78983194968767,16.23293622394507,1.0,0.9847222222222224,2021-03-24 12:00:00
15.978473280535804,31.882692850960627,4.222525774108039,14.962089215053451,67.03734158774218,15.526957081366929,1.0,1.0,2021-03-25 00:00:00
15.065944788191054,31.39617354075114,4.13955446879069,14.195463608037162,65.14097743530809,16.92934663541519,1.0,0.9833333333333332,2021-03-25 12:00:00
15.443500524097018,33.04296747048696,4.134005332655377,14.010371101150913,67.09927908471889,18.23109693989071,1.0,0.9861111111111112,2021-03-27 12:00:00
15.524685940477584,31.89178076585134,4.081300644079844,14.25528805874702,66.15687740070538,18.017924091353127,1.0,0.9861111111111112,2021-03-28 00:00:00
15.285596266057755,33.15520051055484,4.104000099500021,14.101311506201617,67.1410651293428,19.528697995923583,0.9888888888888888,1.0,2021-03-28 12:00:00
14.586917422877418,30.65359754032559,3.958605725235409,13.788333714450264,63.409958773631054,21.552312559985765,1.0,0.9930555555555556,2021-03-29 00:00:00
14.2923768374655,31.92757190863292,3.976223068767124,13.852721962800327,64.55064260973272,20.77341232464925,1.0,0.9819444444444444,2021-03-29 12:00:00
15.286315064960055,31.615064062012568,4.03099718425009,14.19514270660778,65.588195175305,19.56697616386162,0.9888888888888888,0.9736111111111112,2021-03-30 00:00:00
15.011913957860736,33.42250877221425,4.026550365818872,14.198946289376666,67.21090475733702,19.601820021917128,1.0,0.9847222222222224,2021-03-30 12:00:00
15.346999649206795,31.867525029182435,3.900829447640313,14.104991268946064,65.71494164450301,18.90641465740381,1.0,1.0,2021-04-01 00:00:00
15.708000515566932,32.693183708190915,3.907140956984626,14.209548761612838,67.04145380606253,18.117503625724986,1.0,1.0,2021-04-01 12:00:00
16.209661508931053,32.69104430145688,4.013042559888628,14.6426533639431,68.06429742773373,18.517590349374903,1.0,1.0,2021-04-02 00:00:00
15.6740782406595,33.11401651435428,3.9457555532455446,14.38557505177127,67.66219608353244,19.317222055112275,1.0,1.0,2021-04-02 12:00:00
15.860050898128083,32.53039770921071,4.062288064426846,14.62704107819332,67.58052690749368,19.65058846864651,0.9875,1.0,2021-04-04 00:00:00
16.95552716255188,33.4259526597129,4.098847208420436,14.645598156584631,69.66166600849894,19.46442271339448,0.9944444444444444,1.0,2021-04-04 12:00:00
17.769810518953534,33.003015886412726,4.17142687175009,14.738427981403138,70.17945272127787,19.333355792449595,0.9875,1.0,2021-04-05 00:00:00
15.945646554893916,33.52012577586704,4.264221930503846,14.95707141045067,69.18324737168021,18.409434262142085,0.9930555555555556,1.0,2021-04-06 00:00:00
15.130558466911316,34.26224595175849,4.280054814285702,14.65044293168208,68.91763090123422,17.296472444699447,0.9611111111111112,1.0,2021-04-06 12:00:00
15.47657310962677,33.91958709292942,4.263190836376614,14.68869629999002,68.94422991110218,18.10065385670532,1.0,1.0,2021-04-07 00:00:00
15.016056112448377,34.3140113486184,4.366565197043949,14.58262826320198,68.85417005932993,20.06284043637788,0.9819444444444444,1.0,2021-04-07 12:00:00
15.121742101510366,32.7160262770123,4.200338243113624,14.47800403825111,67.07508489216367,21.13409530267029,0.9833333333333332,1.0,2021-04-08 00:00:00
15.52612639400694,33.14132974147797,4.367876334985097,14.957463665803273,68.52689597871569,20.81977933973237,1.0,1.0,2021-04-09 00:00:00
15.46494725677702,33.92894082069397,4.425636310709847,14.799535453981823,69.20970821446842,21.028483331670497,1.0,1.0,2021-04-09 12:00:00
15.35789469745424,32.32887543042501,4.353543236520555,14.716447886162332,67.26131467852328,20.9773196686318,1.0,1.0,2021-04-10 00:00:00
15.238777237468296,32.98759588400523,4.514287899600135,14.559644137612649,67.79876515347925,18.612562326836184,0.9847222222222224,1.0,2021-04-10 12:00:00
15.038103008270264,32.30288724899292,4.453153631422254,14.522405854860942,66.84180313878589,21.44090143823696,1.0,1.0,2021-04-11 00:00:00
15.2256461236212,33.410664002100624,4.658437160650889,14.660706952048672,68.48953561666939,21.339540628517494,0.9847222222222224,1.0,2021-04-11 12:00:00
15.325492849614886,32.78774976465437,4.7004727602005,14.707693157676191,68.00875415744053,20.489296269179807,0.9944444444444444,1.0,2021-04-12 00:00:00
14.97243919240104,32.651903571022885,4.614507439401415,14.512734925250212,67.24697227825722,20.811506039816127,0.9916666666666668,0.9930555555555556,2021-04-12 12:00:00
15.00320808092753,33.512684596909416,4.478551561302609,14.31409573422538,67.83582051992417,19.88162120852996,0.9875,1.0,2021-04-13 12:00:00
14.870622159375085,32.06848561498854,4.4407663742701216,14.24996735321151,66.11985126137733,19.57553775628166,1.0,1.0,2021-04-14 00:00:00
14.815226328372956,33.56975311438243,4.547575161192152,14.24404216375616,67.76808276739385,20.98592776298148,1.0,1.0,2021-04-14 12:00:00
14.757699513435364,32.342324471473695,4.523829415109423,14.238008729285664,66.37357029616832,22.79868700574849,1.0,1.0,2021-04-15 00:00:00
14.715726889504326,33.86387591626909,4.715383247534434,14.203188491861026,68.07979558606942,21.215301668572057,1.0,1.0,2021-04-15 12:00:00
14.755688018269009,32.349897805849714,4.610770858658684,14.27573595907953,66.48083201977941,22.38776620421184,1.0,1.0,2021-04-16 00:00:00
14.260243850284152,34.15036595662435,4.753718433115218,14.361338278982377,68.0607344839308,20.083538498511647,1.0,1.0,2021-04-16 12:00:00
14.676000006993611,32.51617457601759,4.647535337342156,14.268019060956108,66.6364028275013,20.50429933649841,1.0,1.0,2021-04-17 00:00:00
14.36790769232644,34.250789414511786,4.8130220399962536,14.526412944619857,68.49278620146215,20.290225373527115,1.0,0.9930555555555556,2021-04-17 12:00:00
14.754989936616685,32.826869405640494,4.726601502630445,14.361027458517087,67.19125020160443,19.11893157857308,0.9819444444444444,1.0,2021-04-18 00:00:00
14.130766342745886,33.77531208992004,4.79466421869066,14.391688091225094,67.55930341084799,22.42119773759608,0.9875,1.0,2021-04-18 12:00:00
18.69168231752184,26.634895632002088,4.011312645011478,15.218216566111533,65.03155456503154,18.133087953085223,1.0,1.0,2021-04-20 00:00:00
18.310342971483863,27.8837131023407,4.227385550075107,15.450961540477389,66.33579964207634,19.295999760622166,1.0,0.9930555555555556,2021-04-20 12:00:00
18.34916386604309,25.82396462228563,3.970481190416548,15.135120592152978,63.763846854669424,20.787817317106704,0.9944444444444444,0.9513888888888888,2021-04-21 00:00:00
18.112060157457982,27.220328712463377,4.053664710786608,15.15251914160326,65.06928926206504,21.6114102897022,1.0,1.0,2021-04-21 12:00:00
19.021515850226084,26.595432668262056,4.129869989554087,15.5568733614352,65.77797057777643,22.76729823038213,1.0,1.0,2021-04-22 00:00:00
18.49203570153978,27.720873000886705,4.167543677488963,15.365674448758364,66.25727108261651,23.209589499696687,1.0,1.0,2021-04-22 12:00:00
18.446487945980497,25.61599605348375,4.014450045426687,15.156491105255464,63.663481412162696,24.140761318261244,1.0,1.0,2021-04-23 00:00:00
17.89426865842607,27.62207089530097,4.197883281442854,15.237313839020985,65.4355208968679,26.556601572278392,1.0,1.0,2021-04-23 12:00:00
18.260977244377138,25.89889801873101,4.043371911843618,14.923303059595089,63.60657655383871,25.33578293675915,1.0,1.0,2021-04-24 00:00:00
17.7837077776591,27.05218313005236,4.241267681121826,14.957058393698713,64.54959769885585,25.36467645752708,1.0,1.0,2021-04-24 12:00:00
17.754378986358642,27.05727751519945,4.2373264789581295,15.007161187122014,64.55611243412535,27.522794610828463,1.0,0.9791666666666666,2021-04-25 00:00:00
18.344992462793986,27.937109745873347,4.441216760211521,15.22190620176908,66.41039138177617,26.021374401585003,0.9847222222222224,1.0,2021-04-25 12:00:00
18.45923539267645,26.126077885097928,4.286378161112467,15.038809205259003,64.37895968208556,26.823564029053603,1.0,1.0,2021-04-26 00:00:00
17.66532816092173,26.72699537807041,4.304834377765656,14.58973527661308,63.82332750868146,29.10920756497972,1.0,1.0,2021-04-26 12:00:00
18.07734453943041,25.51251039505005,4.248926150798797,14.668915321626509,62.990949762726736,29.58288229283036,1.0,1.0,2021-04-27 00:00:00
17.720462046729192,27.198300080829195,4.514797931247287,14.898036896106593,64.78835471893383,27.839318900529385,1.0,1.0,2021-04-27 12:00:00
18.33035813967387,25.86423456403944,4.346953279442257,14.741456225855089,63.73234207035065,29.36278370303929,1.0,1.0,2021-04-28 00:00:00
17.916920534769694,27.13505159484016,4.53242904610104,14.709794259257617,64.75714645536823,26.34519092813176,1.0,1.0,2021-04-28 12:00:00
18.50784986813863,25.8463193098704,4.43828805287679,14.672713330638686,63.9148652453412,29.42993312561248,1.0,1.0,2021-04-29 00:00:00
17.461411987410653,25.68746185832553,4.3956529113981455,14.496389914542346,62.62168839605972,26.411945379194545,1.0,1.0,2021-04-30 00:00:00
16.355733036994934,26.98950348430209,4.383772664599949,14.483764674426574,62.79928906840893,24.153419529619864,1.0,1.0,2021-04-30 12:00:00
16.38892622788747,25.87441669040256,4.130046810044183,14.513989039262135,61.46440643999312,24.928572250050475,1.0,0.9916666666666668,2021-05-01 00:00:00
16.20593167675866,27.13011825879415,4.165385495291816,14.62710022760762,62.63139415946272,24.23151664192648,1.0,0.9805555555555556,2021-05-01 12:00:00
16.58057900799645,25.684108803007337,3.864537201987373,14.660726632012262,61.26197702089946,24.1894601656322,1.0,1.0,2021-05-02 00:00:00
15.863081815507677,25.23501804139879,3.629119679662917,14.361284105976422,59.55501912799146,21.49533323004521,1.0,1.0,2021-05-03 00:00:00
20.69740534491009,26.566531038284303,3.7320769521925183,15.453774482011797,66.84759225646654,22.104291895653947,1.0,1.0,2021-05-05 00:00:00
19.998720285627577,27.68835015826755,3.9317373500929937,15.587739537459695,67.68369981544092,21.13527686586199,0.9986111111111112,0.9583333333333334,2021-05-05 12:00:00
20.51399913628896,26.968658796946208,3.7690244634946186,15.671165706713994,67.41859039266905,22.53749866996868,1.0,1.0,2021-05-06 00:00:00
19.903418979379865,27.90174658563402,3.851881228552924,15.509443797440165,67.65419511706051,21.68032348615405,0.9847222222222224,1.0,2021-05-06 12:00:00
20.047989013459947,26.462621805402968,3.720312578148312,15.499769677635696,66.12169223287039,23.516337567432483,1.0,0.9680555555555556,2021-05-07 00:00:00
19.53460613621606,26.11751717991299,3.400825893878937,14.908251860013438,64.37125821868993,20.490494954311032,0.9555555555555556,1.0,2021-05-08 00:00:00
19.20353031953176,27.436867390738595,3.6324758993254767,15.031361282376908,65.74172572742746,19.614451990459155,1.0,1.0,2021-05-08 12:00:00
19.614028267065684,25.90498776965671,3.3620621230867176,14.69805861962757,64.10991413712092,19.3308778366495,1.0,1.0,2021-05-09 00:00:00
19.496566508875954,25.860886266496447,3.369510114192962,14.58494413414802,63.81481828013267,21.8200849813239,0.9791666666666666,0.9722222222222222,2021-05-10 00:00:00
18.811514802701947,26.591820978156715,3.5080352194286024,14.329033365683314,63.71903438281212,22.109601253559617,0.9986111111111112,0.9583333333333334,2021-05-10 12:00:00
19.56863669554393,25.396052434709336,3.4134512000613744,14.716386754077636,63.47090058866007,22.8252680469803,1.0,1.0,2021-05-11 00:00:00
18.57417714065976,26.817020342085097,3.560962908797794,14.572423763841089,63.92632434345255,22.86163410663828,1.0,0.9902777777777778,2021-05-11 12:00:00
18.63093283971151,26.80232333607144,3.6922373480267,14.673998389264549,64.13105111945399,24.891625053649893,1.0,1.0,2021-05-12 12:00:00
19.40219937960307,25.309084192911783,3.4771002968152365,14.455056500985584,63.037459701188105,25.8009025388222,0.9888888888888888,1.0,2021-05-13 00:00:00
18.72943348619673,26.9566511048211,3.745268074671428,14.65196857370255,64.39885528402843,22.691155067986287,1.0,1.0,2021-05-13 12:00:00
19.73639572196537,25.515006849500868,3.6224049117830064,14.641610536660624,63.872186657143175,24.33908503807012,1.0,0.9861111111111112,2021-05-14 00:00:00
18.641668123669096,26.74826260142856,3.739852184719509,14.424158337319064,63.87213977436639,22.41178447438187,1.0,0.9694444444444444,2021-05-14 12:00:00
19.312760496139525,24.81405189832052,3.506291058328417,14.339853353963958,62.36022104521592,25.332581510849504,1.0,1.0,2021-05-15 00:00:00
18.53999348481496,26.267556211683484,3.6599435885747273,14.328064203510682,63.18122477556268,24.223635914405904,1.0,1.0,2021-05-15 12:00:00
19.5008233944575,25.05649248758952,3.5539452089203727,14.416451969659343,62.957764437711255,24.042612795647013,0.9777777777777776,1.0,2021-05-16 00:00:00
19.1296425845888,25.81874401304457,3.6703122867478255,14.26050006264769,63.36260302710192,21.924611439881684,1.0,1.0,2021-05-16 12:00:00
20.23155754407247,25.964770539601645,3.540999631086985,15.223010157752368,65.30888642788761,21.801946363167943,1.0,1.0,2021-05-18 00:00:00
20.44259039825864,26.09777306980557,3.6111703462070888,15.231816585504244,65.72482734220878,21.19800303726806,0.9763888888888888,0.975,2021-05-19 00:00:00
20.01278734472063,28.266021050347224,3.939419378174676,15.638376921456722,68.14561495453947,16.871575578119536,1.0,0.9819444444444444,2021-05-19 12:00:00
20.52258918152916,26.433385377460056,3.690925121307373,15.37890119900306,66.35183225025733,20.317740545029128,1.0,1.0,2021-05-20 00:00:00
19.48710482650333,28.358983776304456,3.937418848938412,15.598543952995293,67.58457873042465,19.005184853887773,0.9819444444444444,1.0,2021-05-20 12:00:00
20.469775675402747,27.12447230021159,3.934627041551802,15.486322234902117,67.36405918349823,21.11274704488688,1.0,1.0,2021-05-21 00:00:00
